Date,Adj Close,Close,High,Low,Open,Volume,RawChange,PctChange,LogChange
2020-12-11,191.58059692382812,206.61000061035156,207.82000732421875,205.69000244140625,206.14999389648438,1745500,,,
2020-12-14,190.9222412109375,205.89999389648438,207.6999969482422,205.6199951171875,206.8000030517578,1858500,-0.7100067138671875,-0.0034364586020508847,-0.003442376788203704
2020-12-15,192.66546630859375,207.77999877929688,208.97000122070312,205.8800048828125,206.60000610351562,2246700,1.8800048828125,0.009130669929779955,0.009089237376769822
2020-12-16,195.66981506347656,211.02000427246094,212.25,207.75999450683594,207.9499969482422,1710400,3.2400054931640625,0.015593442642213073,0.015473114193250193
2020-12-17,197.08853149414062,212.5500030517578,213.3699951171875,211.47000122070312,212.00999450683594,1670000,1.529998779296875,0.007250491651594304,0.007224333201977141
2020-12-18,195.16908264160156,210.47999572753906,213.25999450683594,209.9600067138672,212.8699951171875,4192600,-2.07000732421875,-0.009738919287216818,-0.009786652729252061
2020-12-21,195.6141815185547,210.9600067138672,212.1999969482422,206.82000732421875,209.0,1996800,0.480010986328125,0.0022805539532102514,0.0022779574369577757
2020-12-22,197.57069396972656,213.07000732421875,213.5,210.8300018310547,212.0399932861328,1703500,2.1100006103515625,0.010001898668942744,0.009952210721641468
2020-12-23,195.80889892578125,211.1699981689453,213.33999633789062,211.02000427246094,211.86000061035156,1691200,-1.9000091552734375,-0.008917299901258668,-0.008957296974829441
2020-12-24,195.910888671875,211.27999877929688,212.35000610351562,210.63999938964844,211.35000610351562,535700,0.1100006103515625,0.0005209102207006655,0.0005207745940691387
2020-12-28,195.08566284179688,210.38999938964844,213.16000366210938,209.61000061035156,213.13999938964844,1269800,-0.8899993896484375,-0.004212416673563757,-0.004221313895340523
2020-12-29,195.96652221679688,211.33999633789062,211.83999633789062,210.08999633789062,210.75999450683594,1129800,0.9499969482421875,0.004515409244727264,0.004505245368957497
2020-12-30,194.65911865234375,209.92999267578125,212.07000732421875,209.89999389648438,211.27999877929688,1057400,-1.410003662109375,-0.006671731269716985,-0.006694086757469299
2020-12-31,195.00221252441406,210.3000030517578,210.6199951171875,208.14999389648438,209.8699951171875,1396200,0.3700103759765625,0.001762541746705093,0.0017609902927347395
2021-01-04,194.78855895996094,209.7100067138672,211.60000610351562,207.8000030517578,210.25,2036700,-0.589996337890625,-0.002805498475173196,-0.0028094412620686825
2021-01-05,192.02056884765625,206.72999572753906,210.0,206.39999389648438,209.42999267578125,1781100,-2.980010986328125,-0.014210151594692966,-0.014312082587673402
2021-01-06,199.9901123046875,215.30999755859375,216.05999755859375,205.80999755859375,206.57000732421875,2648100,8.580001831054688,0.04150341996022067,0.04066526540070014
2021-01-07,202.22860717773438,217.72000122070312,218.47999572753906,214.60000610351562,215.0,1519000,2.410003662109375,0.011193180481336107,0.011131000401694685
2021-01-08,200.45455932617188,215.80999755859375,219.0,214.4600067138672,218.63999938964844,1859200,-1.910003662109375,-0.008772752394821115,-0.008811459532141758
