Date,Adj Close,Close,High,Low,Open,Volume
2020-12-21,286.28521728515625,306.3800048828125,306.6400146484375,298.6000061035156,303.3399963378906,1121600
2020-12-22,283.4070739746094,303.29998779296875,307.3599853515625,302.55999755859375,305.8900146484375,1036800
2020-12-23,288.12591552734375,308.3500061035156,311.6700134277344,306.42999267578125,306.42999267578125,777200
2020-12-24,288.425048828125,308.6700134277344,309.6000061035156,307.8999938964844,307.9700012207031,224500
2020-12-28,292.3681640625,312.8900146484375,315.3900146484375,309.4599914550781,310.6300048828125,723400
2020-12-29,293.7137145996094,314.3299865722656,319.05999755859375,313.6099853515625,315.3999938964844,766000
2020-12-30,293.4521179199219,314.04998779296875,316.3699951171875,313.8800048828125,314.0,574600
2020-12-31,300.0303649902344,321.0899963378906,322.19000244140625,314.3399963378906,315.1499938964844,749300
2021-01-04,297.6849060058594,318.5799865722656,324.2300109863281,311.3800048828125,321.1099853515625,1197800
2021-01-05,294.4332580566406,315.1000061035156,320.1099853515625,313.67999267578125,317.6199951171875,996400
2021-01-06,306.7861633300781,328.32000732421875,330.2300109863281,308.0,309.0,1861400
2021-01-07,315.25189208984375,337.3800048828125,338.54998779296875,328.4599914550781,329.010009765625,1418300
2021-01-08,314.9715270996094,337.0799865722656,340.6700134277344,332.7099914550781,338.19000244140625,1384100
2021-01-11,316.55072021484375,338.7699890136719,340.9800109863281,335.45001220703125,335.45001220703125,942100
2021-01-12,312.8223571777344,334.7799987792969,340.3599853515625,333.9599914550781,337.29998779296875,906500
2021-01-13,308.7577209472656,330.42999267578125,335.5899963378906,329.2699890136719,334.4700012207031,911600
2021-01-14,301.3666076660156,322.5199890136719,333.0,321.7099914550781,331.8999938964844,1320700
2021-01-15,305.01080322265625,326.4200134277344,327.2099914550781,319.3800048828125,322.5199890136719,1166600
2021-01-19,302.45977783203125,323.69000244140625,330.8699951171875,323.1099853515625,330.0,954800
2021-01-20,300.43212890625,321.5199890136719,323.5,317.510009765625,323.3399963378906,1158200
2021-01-21,300.6003723144531,321.70001220703125,325.3399963378906,319.1199951171875,320.95001220703125,993700
2021-01-22,293.489501953125,314.0899963378906,321.29998779296875,313.9599914550781,320.510009765625,969400
2021-01-25,294.6855163574219,315.3699951171875,315.9700012207031,311.6499938964844,313.4700012207031,860900
2021-01-26,292.0224914550781,312.5199890136719,318.29998779296875,309.8500061035156,317.6000061035156,1222400
2021-01-27,271.1383056640625,290.1700134277344,308.7699890136719,288.010009765625,303.6700134277344,3046900
2021-01-28,280.8001403808594,300.510009765625,306.010009765625,292.260009765625,296.5,1767000
2021-01-29,277.501708984375,296.9800109863281,301.29998779296875,292.1700134277344,298.260009765625,1659900
2021-02-01,273.37158203125,292.55999755859375,302.44000244140625,291.6000061035156,298.9700012207031,1689200
2021-02-02,279.37982177734375,298.989990234375,306.25,296.1199951171875,296.3999938964844,1924300
2021-02-03,278.7912292480469,298.3599853515625,300.1700134277344,293.5199890136719,297.1300048828125,1196800
2021-02-04,275.0535888671875,294.3599853515625,300.4700012207031,293.6000061035156,299.0,1317300
2021-02-05,271.7737121582031,290.8500061035156,297.8800048828125,288.20001220703125,297.0299987792969,1478000
2021-02-08,268.8302917480469,287.70001220703125,292.67999267578125,286.0400085449219,292.0799865722656,1437400
2021-02-09,279.10894775390625,298.70001220703125,299.4200134277344,286.80999755859375,287.5,2073900
2021-02-10,278.61370849609375,298.1700134277344,302.4200134277344,297.9599914550781,299.57000732421875,1090400
2021-02-11,273.6332092285156,292.8399963378906,301.6600036621094,291.80999755859375,299.0799865722656,1097700
2021-02-12,271.61492919921875,290.67999267578125,293.010009765625,287.3999938964844,292.04998779296875,1087000
2021-02-16,270.6243591308594,289.6199951171875,293.8399963378906,288.4800109863281,293.3999938964844,1178000
2021-02-17,271.213134765625,290.25,295.4700012207031,288.32000732421875,288.7300109863281,994000
2021-02-18,276.8943176269531,296.3299865722656,298.45001220703125,288.92999267578125,288.92999267578125,1351900
2021-02-19,275.62353515625,294.9700012207031,297.79998779296875,291.1600036621094,296.9200134277344,1056000
2021-02-22,276.29632568359375,295.69000244140625,297.17999267578125,290.8599853515625,292.7799987792969,1010800
2021-02-23,284.6032409667969,304.5799865722656,307.8999938964844,296.3399963378906,298.0899963378906,2081100
2021-02-24,285.73388671875,305.7900085449219,306.9599914550781,301.2699890136719,302.04998779296875,1022200
2021-02-25,280.5478515625,300.239990234375,308.5199890136719,298.6000061035156,306.0,1291900
2021-02-26,283.3044128417969,303.19000244140625,313.8500061035156,301.5199890136719,302.2699890136719,2004000
2021-03-01,291.05072021484375,311.4800109863281,315.9800109863281,306.3599853515625,307.6600036621094,1469900
2021-03-02,291.2188720703125,311.6600036621094,316.6099853515625,308.6499938964844,309.9700012207031,1328100
2021-03-03,294.0688171386719,314.7099914550781,318.739990234375,309.1400146484375,310.0,1095000
2021-03-04,300.40411376953125,321.489990234375,325.7099914550781,315.1099853515625,317.8399963378906,1968900
2021-03-05,311.71990966796875,333.6000061035156,335.7799987792969,322.75,323.7200012207031,1766500
2021-03-08,317.31695556640625,339.5899963378906,342.2900085449219,332.2900085449219,334.5,1498200
2021-03-09,312.9293212890625,333.7799987792969,344.1700134277344,333.3299865722656,339.2099914550781,1286500
2021-03-10,312.6949462890625,333.5299987792969,337.739990234375,329.75,335.6600036621094,958400
2021-03-11,314.09185791015625,335.0199890136719,338.0,330.8500061035156,333.2200012207031,997800
2021-03-12,320.3733215332031,341.7200012207031,343.1199951171875,335.20001220703125,336.6000061035156,1281300
2021-03-15,321.39520263671875,342.80999755859375,344.2900085449219,336.489990234375,343.1400146484375,1366300
2021-03-16,322.1077575683594,343.57000732421875,344.2699890136719,338.45001220703125,341.1099853515625,1318900
2021-03-17,320.5608825683594,341.9200134277344,345.239990234375,340.5199890136719,344.55999755859375,1422100
2021-03-18,331.2486877441406,353.32000732421875,353.3299865722656,340.8699951171875,340.9599914550781,1570500
2021-03-19,332.0081787109375,354.1300048828125,359.1400146484375,348.8999938964844,352.2300109863281,2962400
2021-03-22,329.2048645019531,351.1400146484375,352.8399963378906,345.3399963378906,352.8399963378906,1448600
2021-03-23,329.85174560546875,351.8299865722656,354.44000244140625,348.4599914550781,351.25,1232000
2021-03-24,338.3270568847656,360.8699951171875,362.2900085449219,351.0299987792969,351.0299987792969,2090300
2021-03-25,343.9522705078125,366.8699951171875,367.9100036621094,356.4700012207031,361.4700012207031,1725900
2021-03-26,348.1148986816406,371.30999755859375,372.25,365.17999267578125,367.69000244140625,1432900
2021-03-29,346.2960510253906,369.3699951171875,379.1300048828125,368.4200134277344,369.9700012207031,1395300
2021-03-30,341.3459167480469,364.0899963378906,370.0,362.5799865722656,368.8399963378906,1390200
2021-03-31,336.52703857421875,358.95001220703125,365.8699951171875,358.2099914550781,363.2099914550781,1414200
2021-04-01,331.6612854003906,353.760009765625,360.010009765625,351.8800048828125,359.92999267578125,1262500
2021-04-05,332.72064208984375,354.8900146484375,359.3900146484375,354.1000061035156,356.45001220703125,883400
2021-04-06,330.2642822265625,352.2699890136719,354.4800109863281,349.04998779296875,354.0,963200
2021-04-07,330.1892395019531,352.19000244140625,353.75,350.4599914550781,351.7900085449219,857800
2021-04-08,330.84552001953125,352.8900146484375,355.19000244140625,350.95001220703125,350.95001220703125,663000
2021-04-09,338.4583435058594,361.010009765625,361.3299865722656,353.5299987792969,354.67999267578125,833600
2021-04-12,336.9676818847656,359.4200134277344,363.1000061035156,358.5199890136719,360.1600036621094,788200
2021-04-13,336.5926208496094,359.0199890136719,361.8500061035156,357.75,358.9700012207031,689000
