Date,Adj Close,Close,High,Low,Open,Volume
2020-12-21,160.1686248779297,168.77999877929688,169.0,165.8000030517578,168.8800048828125,3655900
2020-12-22,158.2137451171875,166.72000122070312,168.38999938964844,165.8699951171875,167.7100067138672,2447900
2020-12-23,157.0370330810547,165.47999572753906,168.0,165.47000122070312,167.4499969482422,1697300
2020-12-24,158.15679931640625,166.66000366210938,167.94000244140625,165.85000610351562,165.85000610351562,627200
2020-12-28,158.00497436523438,166.5,167.60000610351562,165.2100067138672,167.2100067138672,1482000
2020-12-29,158.08087158203125,166.5800018310547,167.75,165.91000366210938,166.6300048828125,1712000
2020-12-30,158.48895263671875,167.00999450683594,168.38999938964844,166.67999267578125,167.44000244140625,1413300
2020-12-31,160.22557067871094,168.83999633789062,169.13999938964844,166.2899932861328,167.07000732421875,1643600
2021-01-04,157.0559539794922,165.5,169.47999572753906,163.10000610351562,169.02000427246094,3164800
2021-01-05,157.83421325683594,166.32000732421875,166.66000366210938,163.1999969482422,165.19000244140625,2322600
2021-01-06,155.9362030029297,164.32000732421875,167.27999877929688,162.97000122070312,162.97999572753906,3619700
2021-01-07,157.36915588378906,165.8300018310547,167.1199951171875,161.77999877929688,164.17999267578125,3025500
2021-01-08,157.91958618164062,166.41000366210938,166.86000061035156,164.63999938964844,166.22000122070312,3438100
2021-01-11,176.45314025878906,185.94000244140625,189.3000030517578,182.02000427246094,185.0,11396500
2021-01-12,169.67742919921875,178.8000030517578,184.24000549316406,177.44000244140625,182.7899932861328,7179300
2021-01-13,176.03555297851562,185.5,187.6199951171875,179.33999633789062,179.8300018310547,7303900
2021-01-14,177.16490173339844,186.69000244140625,188.9600067138672,184.5800018310547,185.27000427246094,4413200
2021-01-15,181.03668212890625,190.77000427246094,191.77999877929688,186.8000030517578,186.8000030517578,6624600
2021-01-19,188.3533172607422,198.47999572753906,199.52000427246094,194.07000732421875,196.0,7729100
2021-01-20,190.991455078125,201.25999450683594,201.77000427246094,198.67999267578125,198.77000427246094,5335800
2021-01-21,192.02586364746094,202.35000610351562,204.72000122070312,198.00999450683594,203.6999969482422,8698800
2021-01-22,195.62249755859375,206.13999938964844,206.5399932861328,200.55999755859375,202.0399932861328,6128800
2021-01-25,201.51568603515625,212.35000610351562,212.52999877929688,208.08999633789062,208.24000549316406,5959100
2021-01-26,201.86679077148438,212.72000122070312,213.22999572753906,210.60000610351562,212.5500030517578,6601500
2021-01-27,196.9795379638672,207.57000732421875,212.02000427246094,205.10000610351562,211.07000732421875,7358000
2021-01-28,199.3994140625,210.1199951171875,211.83999633789062,207.57000732421875,208.0,5460400
2021-01-29,197.35914611816406,207.97000122070312,218.0,204.4600067138672,211.9600067138672,8401700
2021-02-01,192.7755889892578,203.13999938964844,209.88999938964844,203.10000610351562,209.4600067138672,5383800
2021-02-02,187.480224609375,197.55999755859375,205.89999389648438,197.35000610351562,204.3800048828125,5314600
2021-02-03,186.91085815429688,196.9600067138672,200.58999633789062,196.88999938964844,197.80999755859375,3679000
2021-02-04,191.33311462402344,201.6199951171875,201.8800048828125,195.63999938964844,196.80999755859375,2924300
2021-02-05,191.47547912597656,201.77000427246094,202.9199981689453,200.85000610351562,201.6199951171875,2732200
2021-02-08,195.27137756347656,205.77000427246094,206.42999267578125,201.91000366210938,202.3800048828125,2909300
2021-02-09,191.41851806640625,201.7100067138672,204.9499969482422,200.32000732421875,203.75,2661300
2021-02-10,193.96177673339844,204.38999938964844,205.5500030517578,201.63999938964844,204.47000122070312,3062700
2021-02-11,193.04696655273438,202.5800018310547,204.17999267578125,201.6199951171875,202.8699951171875,3544700
2021-02-12,197.5353240966797,207.2899932861328,208.22000122070312,201.14999389648438,201.64999389648438,2611300
2021-02-16,196.07728576660156,205.75999450683594,207.49000549316406,203.61000061035156,205.97999572753906,2741900
2021-02-17,196.74440002441406,206.4600067138672,206.69000244140625,204.27000427246094,205.00999450683594,3329900
2021-02-18,191.65565490722656,201.1199951171875,205.4199981689453,200.9499969482422,205.3000030517578,3919400
2021-02-19,191.46502685546875,200.9199981689453,202.8800048828125,200.3300018310547,201.1300048828125,3434900
2021-02-22,191.23634338378906,200.67999267578125,201.61000061035156,197.9600067138672,199.17999267578125,2263600
2021-02-23,192.95164489746094,202.47999572753906,204.30999755859375,198.67999267578125,200.30999755859375,3287700
2021-02-24,194.8956756591797,204.52000427246094,206.4600067138672,201.6300048828125,201.6699981689453,2848800
2021-02-25,194.2285919189453,203.82000732421875,205.5500030517578,201.75,203.57000732421875,2386700
2021-02-26,195.2482147216797,204.88999938964844,206.99000549316406,202.05999755859375,206.6999969482422,3887900
