Date,Adj Close,Close,High,Low,Open,Volume
2020-12-21,51.04258728027344,62.0099983215332,62.119998931884766,61.34000015258789,62.0,13055700
2020-12-22,50.56516647338867,61.43000030517578,61.970001220703125,61.130001068115234,61.77000045776367,8113400
2020-12-23,50.211219787597656,61.0,61.630001068115234,61.0,61.369998931884766,6235000
2020-12-24,50.33469772338867,61.150001525878906,61.36000061035156,60.939998626708984,61.119998931884766,3099700
2020-12-28,50.31000518798828,61.119998931884766,61.7400016784668,60.810001373291016,61.41999816894531,6855700
2020-12-29,50.55693054199219,61.41999816894531,61.939998626708984,61.34000015258789,61.70000076293945,6653400
2020-12-30,50.968502044677734,61.91999816894531,62.15999984741211,61.47999954223633,61.619998931884766,6624100
2020-12-31,51.46632385253906,62.029998779296875,62.11000061035156,60.970001220703125,61.439998626708984,8649300
2021-01-04,50.92702102661133,61.380001068115234,62.150001525878906,60.5,61.7400016784668,12429600
2021-01-05,51.06806564331055,61.54999923706055,61.709999084472656,60.470001220703125,61.11000061035156,11584600
2021-01-06,51.1925163269043,61.70000076293945,62.04999923706055,60.52000045776367,60.54999923706055,12426200
2021-01-07,51.74012756347656,62.36000061035156,62.630001068115234,61.0,61.34000015258789,10931900
2021-01-08,51.84798812866211,62.4900016784668,63.18000030517578,62.150001525878906,62.189998626708984,10010500
2021-01-11,53.90564727783203,64.97000122070312,65.25,63.2400016784668,63.400001525878906,18185700
2021-01-12,54.28730773925781,65.43000030517578,66.30000305175781,64.91000366210938,65.36000061035156,15757500
2021-01-13,53.706520080566406,64.7300033569336,65.95999908447266,64.63999938964844,65.5,10292400
2021-01-14,54.77682113647461,66.0199966430664,66.37000274658203,64.77999877929688,64.91000366210938,12479800
2021-01-15,55.20827865600586,66.54000091552734,66.86000061035156,65.54000091552734,66.0199966430664,11296500
2021-01-19,55.37420654296875,66.73999786376953,67.16000366210938,66.33000183105469,66.8499984741211,10847800
2021-01-20,54.9676628112793,66.25,66.81999969482422,66.0,66.56999969482422,9609600
2021-01-21,53.25018310546875,64.18000030517578,66.19999694824219,63.97999954223633,65.6500015258789,14064300
2021-01-22,53.56546401977539,64.55999755859375,65.02999877929688,63.7599983215332,63.88999938964844,9071900
2021-01-25,53.78948974609375,64.83000183105469,65.13999938964844,63.959999084472656,64.63999938964844,9171000
2021-01-26,53.46590805053711,64.44000244140625,65.6500015258789,64.37999725341797,64.5,11284100
2021-01-27,51.458030700683594,62.02000045776367,63.88999938964844,61.900001525878906,63.88999938964844,13847700
