Date,Adj Close,Close,High,Low,Open,Volume
2020-12-21,196.25469970703125,200.4964599609375,200.86878967285156,195.31028747558594,198.11170959472656,2800486
2020-12-22,193.45184326171875,197.6329803466797,200.4166717529297,197.37588500976562,199.74290466308594,2057585
2020-12-23,191.4038543701172,195.54078674316406,199.39715576171875,195.45213317871094,198.10284423828125,1977722
2020-12-24,192.35919189453125,196.35638427734375,198.20034790039062,195.54078674316406,195.70034790039062,689208
2020-12-28,193.45347595214844,197.47340393066406,199.7783660888672,196.3297882080078,197.94326782226562,2385833
2020-12-29,193.5489959716797,197.5709228515625,200.04432678222656,197.39361572265625,199.81382751464844,1955501
2020-12-30,191.65567016601562,195.63829040527344,199.33511352539062,195.2925567626953,198.4042510986328,1609882
2020-12-31,192.9237060546875,196.9326171875,197.11878967285156,194.74290466308594,195.77127075195312,2070444
2021-01-04,193.87037658691406,197.89894104003906,200.05319213867188,194.75177001953125,199.45921325683594,3601140
2021-01-05,198.6816864013672,202.81028747558594,203.34219360351562,197.45567321777344,197.45567321777344,4187023
2021-01-06,205.26478576660156,209.53013610839844,210.6737518310547,197.21630859375,198.4751739501953,4472971
2021-01-07,208.182861328125,212.5088653564453,215.46986389160156,210.8953857421875,211.391845703125,4168186
2021-01-08,211.4656982421875,215.85992431640625,217.16311645507812,213.20921325683594,213.6879425048828,2591467
2021-01-11,212.01284790039062,216.41844177246094,216.50709533691406,214.39715576171875,215.4344024658203,1738474
2021-01-12,209.03395080566406,213.37765502929688,217.4202117919922,212.10992431640625,216.8173828125,2499648
2021-01-13,208.29576110839844,212.62411499023438,213.92730712890625,208.9627685546875,212.73936462402344,3674686
2021-01-14,205.5687255859375,209.84042358398438,213.98049926757812,209.5124053955078,213.04965209960938,2333494
2021-01-15,205.61215209960938,209.88475036621094,211.86170959472656,208.28013610839844,209.84042358398438,2932236
2021-01-19,205.0563507080078,209.3173828125,212.45567321777344,208.73226928710938,212.02127075195312,2544655
2021-01-20,205.8727264404297,210.1507110595703,210.58511352539062,207.9875946044922,209.1046142578125,2313754
2021-01-21,202.4422149658203,206.64894104003906,211.4627685546875,206.30319213867188,209.88475036621094,2684414
2021-01-22,206.73251342773438,211.0283660888672,212.2783660888672,207.31382751464844,207.75709533691406,3057444
2021-01-25,206.8280487060547,211.12588500976562,212.1453857421875,207.0655975341797,210.91311645507812,2445955
2021-01-26,203.20648193359375,207.4290771484375,211.7553253173828,207.4290771484375,211.7553253173828,1853530
2021-01-27,192.97579956054688,196.98580932617188,204.2553253173828,193.11170959472656,204.2553253173828,5268662
2021-01-28,198.50802612304688,202.6329803466797,205.6737518310547,199.68084716796875,200.0,2957052
2021-01-29,206.55874633789062,210.85105895996094,211.96807861328125,200.31028747558594,202.074462890625,6483406
